"y","x"
432,1616
429,1617
429,1618
430,1619
430,1620
430,1621
430,1622
430,1623
430,1624
432,1625
432,1626
434,1627
434,1628
430,1629
430,1630
429,1631
429,1632
429,1633
429,1634
431,1635
431,1636
436,1637
436,1638
434,1639
434,1640
429,1641
429,1642
431,1643
431,1644
429,1645
429,1646
431,1647
431,1648
433,1649
433,1650
431,1651
431,1652
436,1653
436,1654
432,1655
432,1656
425,1657
425,1658
429,1659
429,1660
437,1661
437,1662
433,1663
433,1664
428,1665
428,1666
430,1667
430,1668
429,1669
429,1670
427,1671
427,1672
431,1673
431,1674
431,1675
431,1676
429,1677
429,1678
431,1679
431,1680
430,1681
430,1682
432,1683
432,1684
429,1685
429,1686
425,1687
425,1688
427,1689
427,1690
429,1691
429,1692
430,1693
430,1694
426,1695
426,1696
428,1697
428,1698
427,1699
427,1700
424,1701
424,1702
426,1703
426,1704
428,1705
428,1706
425,1707
425,1708
428,1709
428,1710
431,1711
431,1712
427,1713
427,1714
422,1715
422,1716
426,1717
426,1718
429,1719
429,1720
426,1721
426,1722
427,1723
427,1724
430,1725
430,1726
428,1727
428,1728
424,1729
424,1730
425,1731
425,1732
424,1733
424,1734
429,1735
429,1736
429,1737
429,1738
423,1739
423,1740
426,1741
426,1742
429,1743
429,1744
427,1745
427,1746
420,1747
420,1748
425,1749
425,1750
428,1751
428,1752
418,1753
418,1754
420,1755
420,1756
430,1757
430,1758
425,1759
425,1760
422,1761
422,1762
423,1763
423,1764
428,1765
428,1766
425,1767
425,1768
421,1769
421,1770
423,1771
423,1772
425,1773
425,1774
424,1775
424,1776
422,1777
422,1778
428,1779
428,1780
427,1781
427,1782
419,1783
419,1784
417,1785
417,1786
426,1787
426,1788
426,1789
426,1790
417,1791
417,1792
424,1793
424,1794
423,1795
423,1796
418,1797
418,1798
421,1799
421,1800
424,1801
424,1802
422,1803
422,1804
417,1805
417,1806
420,1807
420,1808
425,1809
425,1810
428,1811
428,1812
428,1813
428,1814
421,1815
421,1816
419,1817
419,1818
419,1819
419,1820
422,1821
422,1822
425,1823
425,1824
426,1825
426,1826
420,1827
420,1828
416,1829
416,1830
424,1831
424,1832
425,1833
425,1834
419,1835
419,1836
418,1837
418,1838
424,1839
424,1840
422,1841
422,1842
418,1843
418,1844
425,1845
425,1846
422,1847
422,1848
417,1849
417,1850
419,1851
419,1852
424,1853
424,1854
419,1855
419,1856
419,1857
419,1858
422,1859
422,1860
426,1861
426,1862
419,1863
419,1864
418,1865
418,1866
423,1867
423,1868
426,1869
426,1870
418,1871
418,1872
418,1873
418,1874
419,1875
419,1876
418,1877
418,1878
417,1879
417,1880
422,1881
422,1882
422,1883
422,1884
421,1885
421,1886
423,1887
423,1888
419,1889
419,1890
421,1891
421,1892
418,1893
418,1894
420,1895
420,1896
421,1897
421,1898
422,1899
422,1900
416,1901
416,1902
416,1903
416,1904
419,1905
419,1906
421,1907
421,1908
413,1909
413,1910
414,1911
414,1912
417,1913
417,1914
415,1915
415,1916
418,1917
418,1918
419,1919
419,1920
419,1921
419,1922
417,1923
417,1924
414,1925
414,1926
419,1927
419,1928
417,1929
417,1930
419,1931
419,1932
417,1933
417,1934
410,1935
410,1936
413,1937
413,1938
415,1939
415,1940
420,1941
420,1942
414,1943
414,1944
409,1945
409,1946
414,1947
414,1948
417,1949
417,1950
417,1951
417,1952
417,1953
417,1954
417,1955
417,1956
416,1957
416,1958
413,1959
413,1960
414,1961
414,1962
416,1963
416,1964
416,1965
416,1966
413,1967
413,1968
416,1969
416,1970
421,1971
421,1972
418,1973
418,1974
414,1975
414,1976
417,1977
417,1978
417,1979
417,1980
415,1981
415,1982
413,1983
413,1984
414,1985
414,1986
417,1987
417,1988
411,1989
411,1990
413,1991
413,1992
418,1993
418,1994
409,1995
409,1996
411,1997
411,1998
414,1999
414,2000
416,2001
416,2002
413,2003
413,2004
412,2005
412,2006
415,2007
415,2008
412,2009
412,2010
411,2011
411,2012
412,2013
412,2014
415,2015
415,2016
411,2017
411,2018
412,2019
412,2020
416,2021
416,2022
414,2023
414,2024
411,2025
411,2026
411,2027
411,2028
411,2029
411,2030
412,2031
412,2032
414,2033
414,2034
417,2035
417,2036
411,2037
411,2038
407,2039
407,2040
413,2041
413,2042
412,2043
412,2044
411,2045
411,2046
411,2047
411,2048
413,2049
413,2050
413,2051
413,2052
408,2053
408,2054
410,2055
410,2056
411,2057
411,2058
410,2059
410,2060
412,2061
412,2062
407,2063
407,2064
408,2065
408,2066
414,2067
414,2068
411,2069
411,2070
406,2071
406,2072
410,2073
410,2074
417,2075
417,2076
409,2077
409,2078
405,2079
405,2080
409,2081
409,2082
408,2083
408,2084
406,2085
406,2086
409,2087
409,2088
411,2089
411,2090
411,2091
411,2092
405,2093
405,2094
407,2095
407,2096
408,2097
408,2098
410,2099
410,2100
409,2101
409,2102
409,2103
409,2104
406,2105
406,2106
406,2107
406,2108
410,2109
410,2110
408,2111
408,2112
408,2113
408,2114
412,2115
412,2116
409,2117
409,2118
405,2119
405,2120
405,2121
405,2122
409,2123
409,2124
410,2125
410,2126
404,2127
404,2128
402,2129
402,2130
407,2131
407,2132
410,2133
410,2134
408,2135
408,2136
405,2137
405,2138
409,2139
409,2140
407,2141
407,2142
405,2143
405,2144
404,2145
404,2146
406,2147
406,2148
409,2149
409,2150
405,2151
405,2152
403,2153
403,2154
406,2155
406,2156
405,2157
405,2158
407,2159
407,2160
406,2161
406,2162
406,2163
406,2164
408,2165
408,2166
406,2167
406,2168
406,2169
406,2170
404,2171
404,2172
404,2173
404,2174
403,2175
403,2176
407,2177
407,2178
410,2179
410,2180
403,2181
403,2182
399,2183
399,2184
402,2185
402,2186
404,2187
404,2188
402,2189
402,2190
402,2191
402,2192
407,2193
407,2194
407,2195
407,2196
399,2197
399,2198
404,2199
404,2200
406,2201
406,2202
401,2203
401,2204
397,2205
397,2206
403,2207
403,2208
410,2209
410,2210
406,2211
406,2212
398,2213
398,2214
406,2215
406,2216
410,2217
410,2218
403,2219
403,2220
397,2221
397,2222
403,2223
403,2224
405,2225
405,2226
401,2227
401,2228
401,2229
401,2230
408,2231
408,2232
402,2233
402,2234
398,2235
398,2236
403,2237
403,2238
406,2239
406,2240
403,2241
403,2242
401,2243
401,2244
405,2245
405,2246
405,2247
405,2248
398,2249
398,2250
399,2251
399,2252
406,2253
406,2254
402,2255
402,2256
401,2257
401,2258
403,2259
403,2260
402,2261
402,2262
399,2263
399,2264
399,2265
399,2266
402,2267
402,2268
396,2269
396,2270
396,2271
396,2272
402,2273
402,2274
404,2275
404,2276
395,2277
395,2278
398,2279
398,2280
402,2281
402,2282
401,2283
401,2284
400,2285
400,2286
401,2287
401,2288
400,2289
400,2290
399,2291
399,2292
395,2293
395,2294
395,2295
395,2296
405,2297
405,2298
402,2299
402,2300
395,2301
395,2302
395,2303
395,2304
400,2305
400,2306
399,2307
399,2308
398,2309
398,2310
404,2311
404,2312
403,2313
403,2314
394,2315
394,2316
397,2317
397,2318
400,2319
400,2320
395,2321
395,2322
394,2323
394,2324
399,2325
399,2326
400,2327
400,2328
396,2329
396,2330
399,2331
399,2332
397,2333
397,2334
395,2335
395,2336
395,2337
395,2338
402,2339
402,2340
399,2341
399,2342
395,2343
395,2344
398,2345
398,2346
400,2347
400,2348
394,2349
394,2350
397,2351
397,2352
403,2353
403,2354
398,2355
398,2356
394,2357
394,2358
398,2359
398,2360
398,2361
398,2362
395,2363
395,2364
394,2365
394,2366
401,2367
401,2368
394,2369
394,2370
392,2371
392,2372
396,2373
396,2374
399,2375
399,2376
395,2377
395,2378
391,2379
391,2380
396,2381
396,2382
398,2383
398,2384
398,2385
398,2386
394,2387
394,2388
396,2389
396,2390
401,2391
401,2392
396,2393
396,2394
392,2395
392,2396
396,2397
396,2398
401,2399
401,2400
394,2401
394,2402
393,2403
393,2404
395,2405
395,2406
397,2407
397,2408
395,2409
395,2410
398,2411
398,2412
394,2413
394,2414
390,2415
390,2416
392,2417
392,2418
398,2419
398,2420
398,2421
398,2422
389,2423
389,2424
391,2425
391,2426
399,2427
399,2428
398,2429
398,2430
391,2431
391,2432
391,2433
391,2434
399,2435
399,2436
393,2437
393,2438
387,2439
387,2440
390,2441
390,2442
398,2443
398,2444
391,2445
391,2446
386,2447
386,2448
393,2449
393,2450
399,2451
399,2452
392,2453
392,2454
391,2455
391,2456
393,2457
393,2458
398,2459
398,2460
386,2461
386,2462
386,2463
386,2464
397,2465
397,2466
396,2467
396,2468
388,2469
388,2470
393,2471
393,2472
395,2473
395,2474
393,2475
393,2476
385,2477
385,2478
391,2479
391,2480
398,2481
398,2482
391,2483
391,2484
385,2485
385,2486
386,2487
386,2488
392,2489
392,2490
391,2491
391,2492
391,2493
391,2494
392,2495
392,2496
394,2497
394,2498
392,2499
392,2500
389,2501
389,2502
391,2503
391,2504
390,2505
390,2506
387,2507
387,2508
388,2509
388,2510
391,2511
391,2512
389,2513
389,2514
389,2515
389,2516
392,2517
392,2518
391,2519
391,2520
387,2521
387,2522
390,2523
390,2524
393,2525
393,2526
389,2527
389,2528
383,2529
383,2530
387,2531
387,2532
394,2533
394,2534
388,2535
388,2536
389,2537
389,2538
393,2539
393,2540
389,2541
389,2542
387,2543
387,2544
394,2545
394,2546
393,2547
393,2548
386,2549
386,2550
382,2551
382,2552
388,2553
388,2554
392,2555
392,2556
385,2557
385,2558
387,2559
387,2560
391,2561
391,2562
391,2563
391,2564
383,2565
383,2566
388,2567
388,2568
390,2569
390,2570
388,2571
388,2572
383,2573
383,2574
390,2575
390,2576
393,2577
393,2578
386,2579
386,2580
386,2581
386,2582
390,2583
390,2584
389,2585
389,2586
380,2587
380,2588
385,2589
385,2590
389,2591
389,2592
385,2593
385,2594
383,2595
383,2596
389,2597
389,2598
386,2599
386,2600
381,2601
381,2602
383,2603
383,2604
389,2605
389,2606
387,2607
387,2608
384,2609
384,2610
388,2611
388,2612
389,2613
389,2614
383,2615
383,2616
382,2617
382,2618
390,2619
390,2620
390,2621
390,2622
381,2623
381,2624
384,2625
384,2626
393,2627
393,2628
386,2629
386,2630
381,2631
381,2632
388,2633
388,2634
389,2635
389,2636
382,2637
382,2638
382,2639
382,2640
383,2641
383,2642
390,2643
390,2644
387,2645
387,2646
376,2647
376,2648
384,2649
384,2650
387,2651
387,2652
386,2653
386,2654
380,2655
380,2656
379,2657
379,2658
386,2659
386,2660
386,2661
386,2662
384,2663
384,2664
379,2665
379,2666
382,2667
382,2668
388,2669
388,2670
393,2671
393,2672
386,2673
386,2674
379,2675
379,2676
385,2677
385,2678
386,2679
386,2680
382,2681
382,2682
378,2683
378,2684
385,2685
385,2686
386,2687
386,2688
379,2689
379,2690
381,2691
381,2692
384,2693
384,2694
381,2695
381,2696
376,2697
376,2698
381,2699
381,2700
383,2701
383,2702
385,2703
385,2704
381,2705
381,2706
379,2707
379,2708
381,2709
381,2710
380,2711
380,2712
383,2713
383,2714
385,2715
385,2716
382,2717
382,2718
382,2719
382,2720
382,2721
382,2722
382,2723
382,2724
381,2725
381,2726
380,2727
380,2728
379,2729
379,2730
381,2731
381,2732
381,2733
381,2734
383,2735
383,2736
381,2737
381,2738
379,2739
379,2740
380,2741
380,2742
381,2743
381,2744
382,2745
382,2746
383,2747
383,2748
378,2749
378,2750
375,2751
375,2752
379,2753
379,2754
385,2755
385,2756
382,2757
382,2758
376,2759
376,2760
378,2761
378,2762
379,2763
379,2764
381,2765
381,2766
381,2767
381,2768
378,2769
378,2770
379,2771
379,2772
379,2773
379,2774
378,2775
378,2776
381,2777
381,2778
375,2779
375,2780
377,2781
377,2782
377,2783
377,2784
374,2785
374,2786
373,2787
373,2788
380,2789
380,2790
375,2791
375,2792
373,2793
373,2794
381,2795
381,2796
380,2797
380,2798
377,2799
377,2800
377,2801
377,2802
376,2803
376,2804
383,2805
383,2806
380,2807
380,2808
373,2809
373,2810
375,2811
375,2812
383,2813
383,2814
380,2815
380,2816
372,2817
372,2818
376,2819
376,2820
380,2821
380,2822
377,2823
377,2824
380,2825
380,2826
378,2827
378,2828
373,2829
373,2830
376,2831
376,2832
379,2833
379,2834
374,2835
374,2836
374,2837
374,2838
373,2839
373,2840
374,2841
374,2842
379,2843
379,2844
382,2845
382,2846
376,2847
376,2848
376,2849
376,2850
379,2851
379,2852
377,2853
377,2854
374,2855
374,2856
376,2857
376,2858
378,2859
378,2860
383,2861
383,2862
377,2863
377,2864
373,2865
373,2866
376,2867
376,2868
378,2869
378,2870
374,2871
374,2872
374,2873
374,2874
376,2875
376,2876
376,2877
376,2878
377,2879
377,2880
372,2881
372,2882
371,2883
371,2884
375,2885
375,2886
378,2887
378,2888
377,2889
377,2890
370,2891
370,2892
371,2893
371,2894
371,2895
371,2896
377,2897
377,2898
378,2899
378,2900
376,2901
376,2902
372,2903
372,2904
373,2905
373,2906
373,2907
373,2908
371,2909
371,2910
378,2911
378,2912
377,2913
377,2914
371,2915
371,2916
369,2917
369,2918
373,2919
373,2920
377,2921
377,2922
373,2923
373,2924
369,2925
369,2926
372,2927
372,2928
380,2929
380,2930
377,2931
377,2932
368,2933
368,2934
375,2935
375,2936
376,2937
376,2938
372,2939
372,2940
369,2941
369,2942
371,2943
371,2944
372,2945
372,2946
371,2947
371,2948
373,2949
373,2950
375,2951
375,2952
370,2953
370,2954
371,2955
371,2956
375,2957
375,2958
376,2959
376,2960
371,2961
371,2962
371,2963
371,2964
372,2965
372,2966
377,2967
377,2968
373,2969
373,2970
371,2971
371,2972
374,2973
374,2974
374,2975
374,2976
367,2977
367,2978
366,2979
366,2980
372,2981
372,2982
374,2983
374,2984
370,2985
370,2986
366,2987
366,2988
370,2989
370,2990
371,2991
371,2992
368,2993
